[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 12:30:06,323-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,323-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,389-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,389-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,389-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2750/enable】
[时间]:2022-04-29 12:30:06,389-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,390-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,390-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,458-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,458-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,458-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2749/enable】
[时间]:2022-04-29 12:30:06,459-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,459-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,459-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2579/enable】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,522-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,594-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,594-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,595-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2578/enable】
[时间]:2022-04-29 12:30:06,595-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,595-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,595-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,668-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,668-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,669-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2577/enable】
[时间]:2022-04-29 12:30:06,669-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,669-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,669-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,760-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,760-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,761-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2576/enable】
[时间]:2022-04-29 12:30:06,761-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,761-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,761-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2575/enable】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,831-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,903-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,903-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,903-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2574/enable】
[时间]:2022-04-29 12:30:06,903-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,904-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,904-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:06,980-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:06,980-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:06,980-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2573/enable】
[时间]:2022-04-29 12:30:06,980-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:06,980-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:06,981-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2572/enable】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,046-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,122-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,122-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,122-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2571/enable】
[时间]:2022-04-29 12:30:07,122-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,122-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,123-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2570/enable】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,202-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,267-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,268-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,268-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2569/enable】
[时间]:2022-04-29 12:30:07,268-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,268-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,268-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,342-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,342-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,343-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2568/enable】
[时间]:2022-04-29 12:30:07,343-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,343-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,343-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2567/enable】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,416-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,487-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,487-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,487-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2566/enable】
[时间]:2022-04-29 12:30:07,487-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,487-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,488-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,554-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,554-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,554-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2565/enable】
[时间]:2022-04-29 12:30:07,554-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,554-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,555-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,620-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,621-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,621-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2564/enable】
[时间]:2022-04-29 12:30:07,621-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,621-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,621-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,686-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,686-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,686-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2563/enable】
[时间]:2022-04-29 12:30:07,686-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,686-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,687-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,753-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,753-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,754-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2562/enable】
[时间]:2022-04-29 12:30:07,754-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,754-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,754-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,821-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,821-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,821-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2561/enable】
[时间]:2022-04-29 12:30:07,821-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,822-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,822-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,888-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,888-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,889-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2560/enable】
[时间]:2022-04-29 12:30:07,889-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,889-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,889-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:07,956-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:07,956-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:07,957-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2559/enable】
[时间]:2022-04-29 12:30:07,957-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
[时间]:2022-04-29 12:30:07,957-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求数据Data: {'enableFlag': 1}】
[时间]:2022-04-29 12:30:07,957-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【上传文件File: None】
[时间]:2022-04-29 12:30:08,023-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求开始...start】
[时间]:2022-04-29 12:30:08,023-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求类型Method: patch】
[时间]:2022-04-29 12:30:08,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求地址Url: http://123.57.8.247:10000/uaa/v1/api/app/2558/enable】
[时间]:2022-04-29 12:30:08,024-[级别]:INFO-[文件]:api_tool_request.py-[信息]:【请求头Headers: {'Authorization': 'Bearer 5b97e461-bc87-4a70-b430-7bbbc7e328a5'}】
